
TEST CASES
case	k1	k2	k3	pairings
230	1,02	0,9	0,5	3
231	1,02	0,9	1	3
232	1,02	1	1	3
233	1,02	1,1	1	3
234	1,02	1	1	3
235	1,02	1,1	1	3
236	1,02	1	0,5	3
237	1,02	0,9	1	3
238	1,02	0,9	0,5	3
239	1,02	1	1	3
240	1,02	1,1	1	3
241	1,02	1	1	3
242	1,02	1,1	1	3
243	1,02	1	1	3
244	1,02	0,9	0,5	3
245	1,02	0,9	1	3
246	1,02	1	0,5	3
247	1,02	1,1	1	3
248	1,02	1	1	3
249	1,02	1,1	1	3
250	1,02	1	1	3
251	1,02	0,9	1	3
252	1,02	0,9	0,5	3
253	1,02	1	1	3
254	1,02	1,1	0,5	3
255	1,02	1	1	3
256	1,02	1,1	1	3
257	1,02	1	1	3
258	1,02	0,9	1	3
259	1,02	0,9	1	3
260	1,02	1	0,5	3
261	1,02	1,1	1	3
262	1,02	1	0,5	3
263	1,02	1,1	1	3
264	1,02	1	1	3
265	1,02	0,9	1	3
266	1,02	0,9	1	3
267	1,02	1	1	3
268	1,02	1,1	0,5	3
269	1,02	1	1	3
270	1,02	1,1	0,5	3
271	1,02	1	1	3
272	1,02	0,9	1	3
273	1,02	0,9	1	3
274	1,02	1	1	3
275	1,02	1,1	1	3
276	1,02	1	0,5	3
277	1,02	1,1	1	3
278	1,02	1	0,5	3
279	1,02	0,9	1	3
280	1,02	0,9	1	3
281	1,02	1	1	3
282	1,02	1,1	1	3
283	1,02	1	1	3
284	1,02	1,1	0,5	3
285	1,02	1	1	3
286	1,02	0,9	0,5	3
287	1,02	0,9	1	3
288	1,02	1	1	3
289	1,02	1,1	1	3
290	1,02	1	1	3
291	1,02	1,1	1	3
292	1,02	1	0,5	3
293	1,02	0,9	1	3
294	1,02	0,9	0,5	3
295	1,02	1	1	3
296	1,02	1,1	1	3
297	1,02	1	1	3
298	1,02	1,1	1	3
299	1,02	1	1	3
300	1,02	0,9	0,5	3
301	1,02	0,9	1	3
302	1,02	1	0,5	3
303	1,02	1,1	1	3
304	1,02	1	1	3
305	1,02	1,1	1	3
306	1,02	1	1	3
307	1,02	0,9	1	3
308	1,02	0,9	0,5	3
309	1,02	1	1	3
310	1,02	1,1	0,5	3
311	1,02	1	1	3
312	1,02	1,1	1	3
313	1,02	1	1	3
314	1,02	0,9	1	3
315	1,02	0,9	1	3
316	1,02	1	0,5	3
317	1,02	1,1	1	3
318	1,02	1	0,5	3
319	1,02	1,1	1	3
320	1,02	1	1	3
321	1,02	0,9	1	3
322	1,02	0,9	1	3
323	1,02	1	1	3
324	1,02	1,1	0,5	3
325	1,02	1	1	3
326	1,02	1,1	0,5	3
327	1,02	1	1	3
328	1,02	0,9	1	3
329	1,02	0,9	1	3
330	1,02	1	1	3
331	1,02	1,1	1	3
332	1,02	1	0,5	3
333	1,02	1,1	1	3
334	1,02	1	0,5	3
335	1,02	0,9	1	3
336	1,02	0,9	1	3
337	1,02	1	1	3
338	1,02	1,1	1	3
339	1,02	1	1	3
340	1,02	1,1	0,5	3
341	1,02	1	1	3
342	1,02	0,9	0,5	3
343	1,02	0,9	1	3
344	1,02	1	1	3
345	1,02	1,1	1	3
346	1,02	1	1	3
347	1,02	1,1	1	3
348	1,02	1	0,5	3
349	1,02	0,9	1	3
350	1,02	0,9	0,5	3
351	1,02	1	1	3
352	1,02	1,1	1	3
353	1,02	1	1	3
354	1,02	1,1	1	3
355	1,02	1	1	3
356	1,02	0,9	0,5	3
357	1,02	0,9	1	3
358	1,02	1	0,5	3
359	1,02	1,1	1	3
360	1,02	1	1	3
361	1,02	1,1	1	3
362	1,02	1	1	3
363	1,02	0,9	1	3
364	1,02	0,9	0,5	3
365	1,02	1	1	3
366	1,02	1	1	3
367	1,02	1,1	1	3
368	1,02	1	0,5	3
369	1,02	1,1	1	3
370	1,02	1	0,5	3
371	1,02	0,9	1	3
372	1,02	0,9	1	3
373	1,02	1	1	3
374	1,02	1,1	1	3
375	1,02	1	1	3
376	1,02	1,1	0,5	3
377	1,02	1	1	3
378	1,02	0,9	0,5	3
379	1,02	0,9	1	3
380	1,02	1	1	3
381	1,02	1,1	1	3
382	1,02	1	1	3
383	1,02	1,1	1	3
384	1,02	1	0,5	3
385	1,02	0,9	1	3
386	1,02	0,9	0,5	3
387	1,02	1	1	3
388	1,02	1,1	1	3
389	1,02	1	1	3
390	1,02	1,1	1	3
391	1,02	1	1	3
392	1,02	0,9	0,5	3
393	1,02	0,9	1	3
394	1,02	1	0,5	3
395	1,02	1,1	1	3
396	1,02	1	1	3
397	1,02	1,1	1	3
398	1,02	1	1	3
399	1,02	0,9	1	3
400	1,02	0,9	0,5	3
401	1,02	1	1	3
402	1,02	1,1	0,5	3
403	1,02	1	1	3
404	1,02	1,1	1	3
405	1,02	1	1	3
406	1,02	0,9	1	3
407	1,02	0,9	1	3
408	1,02	1	0,5	3
409	1,02	1,1	1	3
410	1,02	1	0,5	3
411	1,02	1,1	1	3
412	1,02	1	1	3
413	1,02	0,9	1	3
414	1,02	0,9	1	3
415	1,02	1	1	3
416	1,02	1,1	0,5	3
417	1,02	1	1	3
418	1,02	1,1	0,5	3
419	1,02	1	1	3
420	1,02	0,9	1	3
421	1,02	0,9	1	3
422	1,02	1	1	3
423	1,02	1,1	1	3
424	1,02	1	0,5	3
425	1,02	1,1	1	3
426	1,02	1	0,5	3
427	1,02	0,9	1	3
428	1,02	0,9	1	3
429	1,02	1	1	3
430	1,02	1,1	1	3
431	1,02	1	1	3
432	1,02	1,1	0,5	3
433	1,02	1	1	3
434	1,02	0,9	0,5	3
435	1,02	0,9	1	3
436	1,02	1	1	3
437	1,02	1,1	1	3
438	1,02	1	1	3
439	1,02	1,1	1	3
440	1,02	1	0,5	3
441	1,02	0,9	1	3
442	1,02	0,9	0,5	3
443	1,02	1	1	3
444	1,02	1,1	1	3
445	1,02	1	1	3
446	1,02	1,1	1	3
447	1,02	1	1	3
448	1,02	0,9	0,5	3
449	1,02	0,9	1	3
450	1,02	1	0,5	3
451	1,02	1,1	1	3
452	1,02	1	1	3
453	1,02	1,1	1	3
454	1,02	1	1	3
455	1,02	0,9	1	3
456	1,02	0,9	0,5	3
457	1,02	1	1	3
458	1,02	1,1	0,5	3
459	1,02	1	1	3
460	1,02	1,1	1	3
461	1,02	1	1	3
462	1,02	0,9	1	3
463	1,02	0,9	1	3
464	1,02	1	0,5	3
465	1,02	1,1	1	3
466	1,02	1	0,5	3
467	1,02	1,1	1	3
468	1,02	1	1	3
469	1,02	0,9	1	3
470	1,02	0,9	1	3
471	1,02	1	1	3
472	1,02	1,1	0,5	3
473	1,02	1	1	3
474	1,02	1,1	0,5	3
475	1,02	1	1	3
476	1,02	0,9	1	3
477	1,02	0,9	1	3
478	1,02	1	1	3
479	1,02	1,1	1	3
480	1,02	1	0,5	3
481	1,02	1,1	1	3
482	1,02	1	0,5	3
483	1,02	0,9	1	3
484	1,02	0,9	1	3
485	1,02	1	1	3
486	1,02	1,1	1	3
487	1,02	1	1	3
488	1,02	1,1	0,5	3
489	1,02	1	1	3
490	1,02	0,9	0,5	3
491	1,02	0,9	1	3
492	1,02	1	1	3
493	1,02	1,1	1	3
494	1,02	1	1	3
495	1,02	1,1	1	3
496	1,02	1	0,5	3
497	1,02	0,9	1	3
498	1,02	0,9	0,5	3
499	1,02	1	1	3
500	1,02	1,1	1	3
501	1,02	1	1	3
502	1,02	1,1	1	3
503	1,02	1	1	3
504	1,02	0,9	0,5	3
505	1,02	0,9	1	3
506	1,02	1	0,5	3
507	1,02	1,1	1	3
508	1,02	1	1	3
509	1,02	1,1	1	3
510	1,02	1	1	3
511	1,02	0,9	1	3
512	1,02	0,9	0,5	3
513	1,02	1	1	3
514	1,02	1,1	0,5	3
515	1,02	1	1	3
516	1,02	1,1	1	3
517	1,02	1	1	3
518	1,02	0,9	1	3
519	1,02	0,9	1	3
520	1,02	1	0,5	3
521	1,02	1,1	1	3
522	1,02	1	0,5	3
523	1,02	1,1	1	3
524	1,02	1	1	3
525	1,02	0,9	1	3
526	1,02	0,9	1	3
527	1,02	1	1	3
528	1,02	1,1	0,5	3
529	1,02	1	1	3
530	1,02	1,1	0,5	3
531	1,02	1	1	3
532	1,02	0,9	1	3
533	1,02	0,9	1	3
534	1,02	1	1	3
535	1,02	1,1	1	3
536	1,02	1	0,5	3
537	1,02	1,1	1	3
538	1,02	1	0,5	3
539	1,02	0,9	1	3
540	1,02	0,9	1	3
541	1,02	1	1	3
542	1,02	1,1	1	3
543	1,02	1	1	3
544	1,02	1,1	0,5	3
545	1,02	1	1	3
546	1,02	0,9	0,5	3
547	1,02	0,9	1	3
548	1,02	1	1	3
549	1,02	1,1	1	3
550	1,02	1	1	3
551	1,02	1,1	1	3
552	1,02	1	0,5	3
553	1,02	0,9	1	3
554	1,02	0,9	0,5	3
555	1,02	1	1	3
556	1,02	1,1	1	3
557	1,02	1	1	3
558	1,02	1,1	1	3
559	1,02	1	1	3
560	1,02	0,9	0,5	3
561	1,02	0,9	1	3
562	1,02	1	0,5	3
563	1,02	1,1	1	3
564	1,02	1	1	3
565	1,02	1,1	1	3
566	1,02	1	1	3
567	1,02	0,9	1	3
568	1,02	0,9	0,5	3
569	1,02	1	1	3
570	1,02	1,1	0,5	3
571	1,02	1	1	3
572	1,02	1,1	1	3
573	1,02	1	1	3
574	1,02	0,9	1	3
575	1,02	0,9	1	3
576	1,02	1	0,5	3
577	1,02	1,1	1	3
578	1,02	1	0,5	3
579	1,02	1,1	1	3
580	1,02	1	1	3
581	1,02	0,9	1	3
582	1,02	0,9	1	3
583	1,02	1	1	3
584	1,02	1,1	0,5	3
585	1,02	1	1	3
586	1,02	1,1	0,5	3
587	1,02	1	1	3
588	1,02	0,9	1	3
589	1,02	0,9	1	3
590	1,02	1	1	3
591	1,02	1,1	1	3
592	1,02	1	0,5	3
593	1,02	1,1	1	3
594	1,02	1	0,5	3
595	1,02	0,9	1	3
596	1,02	0,9	1	3
597	1,02	1	1	3
598	1,02	1,1	1	3
599	1,02	1	1	3
600	1,02	1,1	0,5	3
601	1,02	1	1	3
602	1,02	0,9	0,5	3
603	1,02	0,9	1	3
604	1,02	1	1	3
605	1,02	1,1	1	3
606	1,02	1	1	3
607	1,02	1,1	1	3
608	1,02	1	0,5	3
609	1,02	0,9	1	3
610	1,02	0,9	0,5	3
611	1,02	1	1	3
612	1,02	1,1	1	3
613	1,02	1	1	3
614	1,02	1,1	1	3
615	1,02	1	1	3
616	1,02	0,9	0,5	3
617	1,02	0,9	1	3
618	1,02	1	0,5	3
619	1,02	1,1	1	3
620	1,02	1	1	3
621	1,02	1,1	1	3
622	1,02	1	1	3
623	1,02	0,9	1	3
624	1,02	0,9	0,5	3
625	1,02	1	1	3
626	1,02	1,1	0,5	3
627	1,02	1	1	3
628	1,02	1,1	1	3
629	1,02	1	1	3
630	1,02	0,9	1	3
631	1,02	0,9	1	3
632	1,02	1	0,5	3
633	1,02	1,1	1	3
634	1,02	1	0,5	3
635	1,02	1,1	1	3
636	1,02	1	1	3
637	1,02	0,9	1	3
638	1,02	0,9	1	3
639	1,02	1	1	3
640	1,02	1,1	0,5	3
641	1,02	1	1	3
642	1,02	1,1	0,5	3
643	1,02	1	1	3
644	1,02	0,9	1	3
645	1,02	0,9	1	3
646	1,02	1	1	3
647	1,02	1,1	1	3
648	1,02	1	0,5	3
649	1,02	1,1	1	3
650	1,02	1	0,5	3
651	1,02	0,9	1	3
652	1,02	0,9	1	3
653	1,02	1	1	3
654	1,02	1,1	1	3
655	1,02	1	1	3
656	1,02	1,1	0,5	3
657	1,02	1	1	3
658	1,02	0,9	0,5	3
659	1,02	0,9	1	3
660	1,02	1	1	3
661	1,02	1,1	1	3
662	1,02	1	1	3
663	1,02	1,1	1	3
664	1,02	1	0,5	3
665	1,02	0,9	1	3
666	1,02	0,9	0,5	3
667	1,02	1	1	3
668	1,02	1,1	1	3
669	1,02	1	1	3
670	1,02	1,1	1	3
671	1,02	1	1	3
672	1,02	0,9	0,5	3
673	1,02	0,9	1	3
674	1,02	1	0,5	3
675	1,02	1,1	1	3
676	1,02	1	1	3
677	1,02	1,1	1	3
678	1,02	1	1	3
679	1,02	0,9	1	3
680	1,02	0,9	0,5	3
681	1,02	1	1	3
682	1,02	1,1	0,5	3
683	1,02	1	1	3
684	1,02	1,1	1	3
685	1,02	1	1	3
686	1,02	0,9	1	3
687	1,02	0,9	1	3
688	1,02	1	0,5	3
689	1,02	1,1	1	3
690	1,02	1	0,5	3
691	1,02	1,1	1	3
692	1,02	1	1	3
693	1,02	0,9	1	3
694	1,02	0,9	1	3
695	1,02	1	1	3
696	1,02	1,1	0,5	3
697	1,02	1	1	3
698	1,02	1,1	0,5	3
699	1,02	1	1	3
700	1,02	0,9	1	3
701	1,02	0,9	1	3
702	1,02	1	1	3
703	1,02	1,1	1	3
704	1,02	1	0,5	3
705	1,02	1,1	1	3
706	1,02	1	0,5	3
707	1,02	0,9	1	3
708	1,02	0,9	1	3
